Fri Apr 27 14:58:41 2018    profile/dataProfile

         670065 function calls (667336 primitive calls) in 136.297 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       57    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       18    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
       63    0.000    0.000    0.000    0.000 enum.py:16(_is_dunder)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
      116    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       16    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x7f96cae6e510}
      349    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
       30    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      316    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 random.py:84(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:406(_find_new_)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
       98    0.000    0.000    0.000    0.000 sre_parse.py:75(groups)
        1    0.000    0.000    0.000    0.000 argumentsManager.py:8(<module>)
        1    0.000    0.000    0.000    0.000 random.py:93(seed)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(_construct_lookups)
       24    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        6    0.000    0.000    0.000    0.000 numeric.py:2667(seterr)
       16    0.000    0.000    0.000    0.000 zipfile.py:667(close)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1815(timezone)
       30    0.000    0.000    0.000    0.000 numerictypes.py:443(_add_array_type)
       16    0.000    0.000    0.000    0.000 zipfile.py:1194(getinfo)
        1    0.000    0.000    0.000    0.000 numeric.py:374(<listcomp>)
       68    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        5    0.000    0.000    0.000    0.000 enum.py:121(<setcomp>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
      148    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 case.py:379(TestCase)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:330(__init__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:601(__contains__)
       40    0.000    0.000    0.000    0.000 numerictypes.py:154(english_upper)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        3    0.000    0.000    0.000    0.000 numeric.py:3064(__enter__)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:436(spec_from_loader)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        6    0.000    0.000    0.000    0.000 os.py:720(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        3    0.000    0.000    0.000    0.000 datetime.py:1319(__new__)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
       21    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       36    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
      143    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       86    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
        2    0.000    0.000    0.000    0.000 core.py:6370(__init__)
       59    0.000    0.000    0.000    0.000 enum.py:24(_is_sunder)
       73    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:338(_add_integer_aliases)
        6    0.000    0.000    0.000    0.000 hashlib.py:121(__get_openssl_constructor)
       18    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
       23    0.000    0.000    0.000    0.000 sre_parse.py:312(_class_escape)
       18    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1780(getLogger)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:843(get_filename)
       12    0.000    0.000    0.000    0.000 os.py:798(encode)
        2    0.000    0.000    0.000    0.000 functools.py:422(decorating_function)
        5    0.000    0.000    0.000    0.000 warnings.py:78(_add_filter)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1009(__iter__)
        1    0.000    0.000    0.000    0.000 pickle.py:979(_Unpickler)
        2    0.000    0.000    0.000    0.000 os.py:728(__setitem__)
        8    0.000    0.000    0.000    0.000 py3k.py:42(isfileobj)
        1    0.000    0.000    0.000    0.000 __init__.py:1138(getLogger)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
      156    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
       30    0.000    0.000    0.000    0.000 functools.py:73(wraps)
       20    0.000    0.000    0.000    0.000 zipfile.py:1715(_fpclose)
        8    0.000    0.000    0.000    0.000 py3k.py:37(asstr)
       14    0.000    0.000    0.000    0.000 numerictypes.py:181(english_capitalize)
        1    0.000    0.000    0.000    0.000 Image.py:2845(_apply_env_variables)
       16    0.000    0.000    0.000    0.000 zipfile.py:654(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:755(__init__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1216(<genexpr>)
        8    0.000    0.000    0.000    0.000 format.py:503(<listcomp>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:924(__init__)
      353    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
      114    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        2    0.000    0.000    0.000    0.000 pathlib.py:374(_wrap_binary_strfunc)
       11    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:428(_construct_char_code_lookup)
        3    0.000    0.000    0.000    0.000 numeric.py:3069(__exit__)
        1    0.000    0.000    0.000    0.000 argparse.py:144(HelpFormatter)
        1    0.000    0.000    0.000    0.000 warnings.py:62(simplefilter)
        5    0.000    0.000    0.000    0.000 datetime.py:264(_check_date_fields)
        5    0.000    0.000    0.000    0.000 enum.py:361(_get_mixins_)
        1    0.000    0.000    0.000    0.000 codecs.py:1048(make_identity_dict)
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        8    0.000    0.000    0.000    0.000 zipfile.py:1597(close)
        2    0.000    0.000    0.000    0.000 os.py:734(__delitem__)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 __init__.py:1062(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:379(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
       54    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.000    0.000    0.000    0.000 argumentsManager.py:291(checkLearningSizeArg)
        1    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
       16    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        4    0.000    0.000    0.000    0.000 py3k.py:94(is_pathlib_path)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1311(datetime)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 codecs.py:1056(<dictcomp>)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
      132    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:688(create_module)
       35    0.000    0.000    0.000    0.000 datetime.py:247(_check_int_field)
        1    0.000    0.000    0.000    0.000 __init__.py:767(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:474(StringConverter)
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 numeric.py:2767(geterr)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
        4    0.000    0.000    0.000    0.000 npyio.py:70(__init__)
        4    0.000    0.000    0.000    0.000 zipfile.py:1163(namelist)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        2    0.000    0.000    0.000    0.000 codecs.py:318(decode)
        2    0.000    0.000    0.000    0.000 datetime.py:671(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:996(_recalculate)
       19    0.000    0.000    0.000    0.000 posixpath.py:39(_get_sep)
        1    0.000    0.000    0.000    0.000 Image.py:502(Image)
        1    0.000    0.000    0.000    0.000 argparse.py:1046(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
       27    0.000    0.000    0.000    0.000 pathlib.py:119(<genexpr>)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        2    0.000    0.000    0.000    0.000 datetime.py:1030(__new__)
       22    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:42(normalize_encoding)
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 zipfile.py:961(ZipFile)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:277(_check_time_fields)
        8    0.000    0.000    0.000    0.000 tokenize.py:226(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2569(_arraymethod)
        1    0.000    0.000    0.000    0.000 argumentsManager.py:255(checkGradientDescentFactorArg)
        1    0.000    0.000    0.000    0.000 arrayprint.py:378(decorating_function)
       73    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
       21    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        4    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 zipfile.py:436(_decodeExtra)
        5    0.000    0.000    0.000    0.000 enum.py:99(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:594(get)
       13    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:992(_get_parent_path)
        1    0.000    0.000    0.000    0.000 enum.py:556(IntEnum)
        6    0.000    0.000    0.000    0.000 threading.py:72(RLock)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        8    0.000    0.000    0.000    0.000 tokenize.py:712(generate_tokens)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        5    0.000    0.000    0.000    0.000 enum.py:84(__prepare__)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1601(Polynomial)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f96cf8cb0d0}
        1    0.000    0.000    0.000    0.000 polynomial.py:939(poly1d)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 argumentsManager.py:235(displayErrorGrad)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        2    0.000    0.000    0.000    0.000 __init__.py:1245(__init__)
       14    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
       32    0.000    0.000    0.000    0.000 {method 'read' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:641(date)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        4    0.000    0.000    0.000    0.000 enum.py:260(__getattr__)
       16    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       11    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       27    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 datetime.py:319(timedelta)
        1    0.000    0.000    0.000    0.000 pickle.py:344(_Pickler)
        5    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:745(exec_module)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1005(time)
       37    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       27    0.000    0.000    0.000    0.000 pathlib.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        7    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        9    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:960(Path)
       12    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 defmatrix.py:174(matrix)
        1    0.000    0.000    0.000    0.000 tempfile.py:629(SpooledTemporaryFile)
        7    0.000    0.000    0.000    0.000 {built-in method numpy.core.umath.seterrobj}
        1    0.000    0.000    0.000    0.000 _internal.py:240(_ctypes)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 externalFunc.py:72(isfloat)
        1    0.000    0.000    0.000    0.000 __init__.py:748(_addHandlerRef)
       40    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
       11    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        4    0.000    0.000    0.000    0.000 core.py:124(doc_note)
        2    0.000    0.000    0.000    0.000 numeric.py:1942(set_string_function)
        1    0.000    0.000    0.000    0.000 info.py:156(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
       74    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:1189(_fixupParents)
       50    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
       37    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 hermite.py:1810(Hermite)
        8    0.000    0.000    0.000    0.000 format.py:171(_check_version)
        6    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 chebyshev.py:2036(Chebyshev)
        1    0.000    0.000    0.000    0.000 __init__.py:309(CDLL)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        3    0.000    0.000    0.000    0.000 numeric.py:3060(__init__)
        1    0.000    0.000    0.000    0.000 externalFunc.py:6(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:602(FloatFormat)
        1    0.000    0.000    0.000    0.000 core.py:6255(__new__)
        1    0.000    0.000    0.000    0.000 getlimits.py:455(iinfo)
        1    0.000    0.000    0.000    0.000 <string>:5(_LoggingWatcher)
       16    0.000    0.000    0.000    0.000 zipfile.py:636(_get_decompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:1230(Logger)
       11    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.000    0.000 argparse.py:1577(ArgumentParser)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1807(HermiteE)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        1    0.000    0.000    0.000    0.000 numeric.py:3075(_setdef)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
       12    0.000    0.000    0.000    0.000 enum.py:140(<genexpr>)
        4    0.000    0.000    0.000    0.000 zipfile.py:1165(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 legendre.py:1790(Legendre)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:976(__init__)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       12    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        5    0.000    0.000    0.000    0.000 enum.py:47(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1554(__init__)
       25    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 re.py:240(escape)
        1    0.000    0.000    0.000    0.000 codecs.py:93(__new__)
        6    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:758(Handler)
        1    0.000    0.000    0.000    0.000 core.py:6248(MaskedConstant)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
       37    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:217(_acquireLock)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1955(suppress_warnings)
        1    0.000    0.000    0.000    0.000 argparse.py:1216(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 main.py:49(TestProgram)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        1    0.000    0.000    0.000    0.000 _iotools.py:251(NameValidator)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 parse.py:284(_fix_result_transcoding)
        4    0.000    0.000    0.000    0.000 zipfile.py:1593(__del__)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:676(Filterer)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        1    0.000    0.000    0.000    0.000 parse.py:142(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 squishingFunc.py:6(<module>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:982(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 _internal.py:200(dummy_ctype)
        1    0.000    0.000    0.000    0.000 pathlib.py:126(<setcomp>)
        1    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:241(__init__)
        1    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 csv.py:79(DictReader)
        1    0.000    0.000    0.000    0.000 extras.py:1494(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _import_tools.py:9(PackageLoader)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 _internal.py:210(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 records.py:215(record)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:127(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        1    0.000    0.000    0.000    0.000 __init__.py:468(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:226(_releaseLock)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 warnings.py:371(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:1908(NullHandler)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 npyio.py:104(NpzFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:777(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 lzma.py:37(LZMAFile)
        6    0.000    0.000    0.000    0.000 core.py:875(__init__)
        1    0.000    0.000    0.000    0.000 codecs.py:308(__init__)
        3    0.000    0.000    0.000    0.000 core.py:835(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:451(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:231(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 datetime.py:1838(_create)
        1    0.000    0.000    0.000    0.000 argumentsManager.py:312(checkTestingSizeArg)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        7    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 pathlib.py:259(_PosixFlavour)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        3    0.000    0.000    0.000    0.000 enum.py:285(__members__)
        1    0.000    0.000    0.000    0.000 difflib.py:43(SequenceMatcher)
       11    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 csv.py:129(DictWriter)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 difflib.py:1703(HtmlDiff)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 neuralNetwork.py:18(NeuralNetwork)
        3    0.000    0.000    0.000    0.000 __init__.py:188(_checkLevel)
        1    0.000    0.000    0.000    0.000 __init__.py:409(LibraryLoader)
        1    0.000    0.000    0.000    0.000 threading.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        4    0.000    0.000    0.000    0.000 zipfile.py:605(_check_compression)
        1    0.000    0.000    0.000    0.000 case.py:1375(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 function_base.py:2527(vectorize)
       11    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
        2    0.000    0.000    0.000    0.000 functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        1    0.000    0.000    0.000    0.000 utils.py:997(SafeEval)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 __init__.py:424(Formatter)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        3    0.000    0.000    0.000    0.000 __init__.py:475(CFunctionType)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 argparse.py:825(_StoreAction)
        1    0.000    0.000    0.000    0.000 __init__.py:597(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:534(LZMACompressor)
        1    0.000    0.000    0.000    0.000 helper.py:230(_FFTCache)
        1    0.000    0.000    0.000    0.000 random.py:648(SystemRandom)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 getlimits.py:305(finfo)
        1    0.000    0.000    0.000    0.000 core.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 zipfile.py:473(_ZipDecrypter)
        1    0.000    0.000    0.000    0.000 utils.py:1890(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 records.py:298(recarray)
        1    0.000    0.000    0.000    0.000 __init__.py:1056(_StderrHandler)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 difflib.py:751(Differ)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 _version.py:18(NumpyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:1127(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2400(_MaskedPrintOption)
